k,xk,f(xk),fd(xk),epsilon
0,4,6.84218,-0.34055,-
1,24.0915,49.8914,-1.91824,0.833967
2,50.1005,100.368,0.972283,0.519136
3,-53.1282,-106.543,0.918023,1.94301
4,62.9285,125.76,0.9906,1.84426
5,-64.0249,-125.53,-5.35094,1.98288
6,-87.4843,-175.49,0.728538,0.268155
7,153.395,307.393,0.635121,1.57032
8,-330.597,-660.3,0.198819,1.46399
9,2990.52,5981.32,0.919367,1.11055
10,-3515.39,-7030.83,0.997506,1.85069
11,3533.02,7069.25,-9.23137,1.99501
12,4298.81,8595.6,-3.07371,0.178139
13,7095.3,14260.2,-4845.12,0.394133
14,7098.24,14191.1,-27.867,0.000414639
15,7607.49,15223,-64.1061,0.06694
16,7844.96,15689.5,0.82168,0.03027
17,-11249.4,-22499.6,0.538986,1.69736
18,30494.8,60990.4,0.53801,1.3689
19,-82868,-165737,-0.79362,1.36799
20,-291705,-583412,-1.62654,0.715919
21,-650388,-1.30078e+006,0.860179,0.55149
22,861827,1.72365e+006,0.989117,1.75466
23,-880791,-1.76144e+006,-18830.1,1.97847
24,-880885,-1.76177e+006,-0.347377,0.000106193
25,-5.95252e+006,-1.1905e+007,0.663412,0.852015
26,1.19926e+007,2.39853e+007,-21.1366,1.49635
27,1.31274e+007,2.62548e+007,-45.0607,0.0864431
28,1.37101e+007,2.74201e+007,0.973264,0.0424983
29,-1.44633e+007,-2.89266e+007,-127.439,1.94792
30,-1.46903e+007,-2.93806e+007,0.860157,0.0154513
31,1.9467e+007,3.89339e+007,0.989035,1.75463
32,-1.98986e+007,-3.97972e+007,-1.25783,1.97831
33,-5.15382e+007,-1.03076e+008,0.964092,0.613906
34,5.53774e+007,1.10755e+008,0.827423,1.93067
35,-7.84776e+007,-1.56955e+008,-1.72979,1.70565
36,-1.69214e+008,-3.38428e+008,0.8803,0.536223
37,2.15233e+008,4.30465e+008,0.167109,1.78619
38,-2.36072e+009,-4.72145e+009,0.722741,1.09117
39,4.17198e+009,8.34395e+009,0.403398,1.56585
40,-1.65122e+010,-3.30244e+010,-35.7344,1.25266
41,-1.74364e+010,-3.48727e+010,0.275999,0.0530021
42,1.08915e+011,2.17829e+011,-25.8533,1.16009
43,1.1734e+011,2.3468e+011,-1.73039,0.0718048
44,2.52963e+011,5.05925e+011,0.504533,0.536136
45,-7.49798e+011,-1.4996e+012,0.855582,1.33737
46,1.00292e+012,2.00584e+012,0.926947,1.74761
47,-1.161e+012,-2.322e+012,-0.144854,1.86384
48,-1.71909e+013,-3.43818e+013,-1.30387,0.932464
49,-4.356e+013,-8.712e+013,0.999835,0.605351
50,4.35744e+013,8.71488e+013,-51.3774,1.99967
51,4.52706e+013,9.05413e+013,-84.413,0.0374691
52,4.63432e+013,9.26865e+013,0.946565,0.0231447
53,-5.15755e+013,-1.03151e+014,-17.2629,1.89855
54,-5.75508e+013,-1.15102e+014,-7.44543,0.103826
55,-7.30101e+013,-1.4602e+014,0.889784,0.211743
56,9.10975e+013,1.82195e+014,0.998655,1.80145
57,-9.13429e+013,-1.82686e+014,-1.23845,1.99731
58,-2.38854e+014,-4.77708e+014,0.670575,0.617579
59,4.73532e+014,9.47064e+014,-2.85859,1.50441
60,8.04836e+014,1.60967e+015,0.767651,0.411642
61,-1.29204e+015,-2.58409e+015,-1.43887,1.62292
62,-3.08796e+015,-6.17592e+015,0.552961,0.581587
63,8.08087e+015,1.61617e+016,-28.8184,1.38213
64,8.64168e+015,1.72834e+016,-1.2805,0.0648962
65,2.2139e+016,4.4278e+016,0.980418,0.609662
66,-2.30233e+016,-4.60467e+016,-176.503,1.96159
67,-2.32842e+016,-4.65685e+016,0.745508,0.0112043
68,3.91812e+016,7.83624e+016,0.989312,1.59427
69,-4.00278e+016,-8.00555e+016,0.234134,1.97885
70,3.01893e+017,6.03787e+017,0.660546,1.13259
71,-6.12179e+017,-1.22436e+018,-15.9538,1.49315
72,-6.88924e+017,-1.37785e+018,-61.6708,0.111397
73,-7.11266e+017,-1.42253e+018,-71.2208,0.0314116
74,-7.31239e+017,-1.46248e+018,-10.9591,0.0273147
75,-8.64688e+017,-1.72938e+018,-7.24715,0.154331
76,-1.10332e+018,-2.20663e+018,-0.437011,0.216283
77,-6.15269e+018,-1.23054e+019,0.999998,0.820678
78,6.15271e+018,1.23054e+019,0.966424,2
79,-6.58024e+018,-1.31605e+019,-4.12614,1.93503
80,-9.76978e+018,-1.95396e+019,0.989958,0.32647
81,9.96799e+018,1.9936e+019,0.951686,1.98012
82,-1.09801e+019,-2.19602e+019,-0.316297,1.90783
83,-8.04089e+019,-1.60818e+020,0.914789,0.863447
84,9.53888e+019,1.90778e+020,-13.1771,1.84296
85,1.09867e+020,2.19733e+020,0.329798,0.131777
86,-5.56399e+020,-1.1128e+021,-138.86,1.19746
87,-5.64413e+020,-1.12883e+021,0.963333,0.0141985
88,6.07379e+020,1.21476e+021,-1.84889,1.92926
89,1.2644e+021,2.5288e+021,0.436959,0.51963
90,-4.52287e+021,-9.04575e+021,0.993698,1.27956
91,4.58024e+021,9.16048e+021,0.607092,1.98747
92,-1.05089e+022,-2.10178e+022,0.973114,1.43585
93,1.10896e+022,2.21791e+022,0.98901,1.94764
94,-1.1336e+022,-2.26721e+022,-4.17694,1.97826
95,-1.67639e+022,-3.35279e+022,-0.571613,0.323785
96,-7.54188e+022,-1.50838e+023,0.687206,0.777722
97,1.44075e+023,2.8815e+023,-4.01794,1.52347
98,2.15791e+023,4.31582e+023,-1.31159,0.33234
99,5.44845e+023,1.08969e+024,0.816069,0.60394
100,-7.90446e+023,-1.58089e+024,-1.27837,1.68929
101,-2.02709e+024,-4.05418e+024,0.189508,0.610059
102,1.93661e+025,3.87322e+025,-39.5237,1.10467
103,2.03461e+025,4.06922e+025,-1.00525,0.0481652
104,6.08256e+025,1.21651e+026,0.95779,0.665501
105,-6.61868e+025,-1.32374e+026,-10.6287,1.919
106,-7.86412e+025,-1.57282e+026,-54.5886,0.15837
107,-8.15224e+025,-1.63045e+026,0.984499,0.0353428
108,8.40896e+025,1.68179e+026,-32418.5,1.96947
109,8.40948e+025,1.6819e+026,0.642058,6.16893e-005
110,-1.77859e+026,-3.55718e+026,-97.5093,1.47282
111,-1.81507e+026,-3.63014e+026,0.985749,0.0200986
112,1.86755e+026,3.7351e+026,0.990904,1.9719
113,-1.90184e+026,-3.80368e+026,0.980252,1.98197
114,1.97847e+026,3.95693e+026,-0.36166,1.96127
115,1.29195e+027,2.5839e+027,0.94324,0.846862
116,-1.44744e+027,-2.89488e+027,-0.201941,1.89258
117,-1.57827e+028,-3.15655e+028,0.977464,0.90829
118,1.65105e+028,3.3021e+028,-2.52903,1.95592
119,2.95673e+028,5.91345e+028,0.707602,0.441595
120,-5.4003e+028,-1.08006e+029,-1.01188,1.54751
121,-1.60741e+029,-3.21483e+029,0.632436,0.664038
122,3.47584e+029,6.95167e+029,-0.0114111,1.46245
123,6.12676e+031,1.22535e+032,-201.456,0.994327
124,6.18759e+031,1.23752e+032,0.595929,0.00983013
125,-1.45786e+032,-2.91572e+032,-5.97338,1.42443
126,-1.94598e+032,-3.89196e+032,-0.578672,0.250835
127,-8.67165e+032,-1.73433e+033,-0.543476,0.775593
128,-4.05834e+033,-8.11669e+033,0.977287,0.786326
129,4.24699e+033,8.49397e+033,0.866938,1.95558
130,-5.55068e+033,-1.11014e+034,0.52126,1.76513
131,1.57465e+034,3.1493e+034,-3.4604,1.3525
132,2.48475e+034,4.96949e+034,0.4374,0.366273
133,-8.87668e+034,-1.77534e+035,0.293925,1.27992
134,5.15242e+035,1.03048e+036,0.414386,1.17228
135,-1.97153e+036,-3.94306e+036,0.920172,1.26134
136,2.3136e+036,4.62721e+036,0.400965,1.85215
137,-9.22658e+036,-1.84532e+037,-5.04355,1.25075
138,-1.28853e+037,-2.57707e+037,-141.245,0.283948
139,-1.30678e+037,-2.61356e+037,-0.392058,0.0139621
140,-7.97304e+037,-1.59461e+038,0.902581,0.8361
141,9.69417e+037,1.93883e+038,0.999604,1.82246
142,-9.70185e+037,-1.94037e+038,-9.29712,1.99921
143,-1.17889e+038,-2.35778e+038,-19.1415,0.177036
144,-1.30207e+038,-2.60413e+038,0.910651,0.0946005
145,1.55757e+038,3.11515e+038,0.969627,1.83596
146,-1.65515e+038,-3.31031e+038,0.847388,1.94104
147,2.25133e+038,4.50266e+038,-0.749208,1.73519
148,8.26122e+038,1.65224e+039,-23.0121,0.727482
149,8.97921e+038,1.79584e+039,-17.294,0.0799612
150,1.00176e+039,2.00353e+039,-1.33558,0.103659
151,2.50188e+039,5.00376e+039,-1.56216,0.599596
152,5.70499e+039,1.141e+040,-48.5176,0.561457
153,5.94016e+039,1.18803e+040,0.0222198,0.0395901
154,-5.28734e+041,-1.05747e+042,0.9819,1.01123
155,5.48228e+041,1.09646e+042,0.492117,1.96444
156,-1.67981e+042,-3.35962e+042,0.962497,1.32636
157,1.81072e+042,3.62143e+042,0.913209,1.92771
158,-2.1549e+042,-4.30979e+042,0.989722,1.84028
159,2.19965e+042,4.3993e+042,-71.4076,1.97965
160,2.26126e+042,4.52252e+042,0.956727,0.0272451
161,-2.46582e+042,-4.93163e+042,0.645988,1.91704
162,5.16842e+042,1.03368e+043,0.33653,1.47709
163,-2.55475e+043,-5.10951e+043,0.836229,1.20231
164,3.55542e+043,7.11084e+043,-20.0463,1.71855
165,3.91014e+043,7.82028e+043,-12.3019,0.090718
166,4.54584e+043,9.09167e+043,-6.68157,0.139841
167,5.90655e+043,1.18131e+044,-4.63131,0.230373
168,8.45725e+043,1.69145e+044,-8.98648,0.3016
169,1.03395e+044,2.06789e+044,0.964015,0.182042
170,-1.11114e+044,-2.22228e+044,-36.1544,1.93053
171,-1.1726e+044,-2.34521e+044,0.811063,0.0524186
172,1.71892e+044,3.43784e+044,0.990082,1.68218
173,-1.75336e+044,-3.50671e+044,0.531471,1.98036
174,4.84477e+044,9.68953e+044,0.757761,1.36191
175,-7.94228e+044,-1.58846e+045,0.98188,1.61
176,8.23542e+044,1.64708e+045,-3.67278,1.96441
177,1.272e+045,2.544e+045,0.589101,0.352561
178,-3.04644e+045,-6.09288e+045,0.923256,1.41754
179,3.5529e+045,7.10579e+045,-1.10539,1.85745
180,9.9812e+045,1.99624e+046,0.477532,0.644041
181,-3.18221e+046,-6.36441e+046,0.968727,1.31366
182,3.38767e+046,6.77534e+046,0.260872,1.93935
183,-2.25843e+047,-4.51685e+047,-6.21621,1.15
184,-2.98505e+047,-5.9701e+047,-9.084,0.243421
185,-3.64226e+047,-7.28452e+047,-72.9006,0.18044
186,-3.74218e+047,-7.48437e+047,-2.63286,0.026702
187,-6.58486e+047,-1.31697e+048,0.726004,0.431699
188,1.15552e+048,2.31103e+048,-13.7275,1.56986
189,1.32387e+048,2.64773e+048,0.209218,0.127165
190,-1.13315e+049,-2.26631e+049,0.465715,1.11683
191,3.73314e+049,7.46629e+049,-1.72319,1.30354
192,8.06599e+049,1.6132e+050,0.985289,0.537174
193,-8.30684e+049,-1.66137e+050,-37.6287,1.97101
194,-8.74836e+049,-1.74967e+050,-10.5073,0.0504685
195,-1.04136e+050,-2.08271e+050,0.959884,0.159907
196,1.1284e+050,2.2568e+050,-4.46963,1.92286
197,1.63332e+050,3.26663e+050,0.997899,0.309137
198,-1.64019e+050,-3.28039e+050,0.888084,1.99581
199,2.05358e+050,4.10717e+050,-1981.86,1.7987
200,2.05566e+050,4.11131e+050,0.593168,0.00100813
201,-4.87546e+050,-9.75091e+050,0.694882,1.42163
202,9.15701e+050,1.8314e+051,-13.3433,1.53243
203,1.05295e+051,2.10591e+051,-1.52506,0.13035
204,2.43382e+051,4.86764e+051,-2.98177,0.567366
205,4.06629e+051,8.13258e+051,0.970033,0.401464
206,-4.31753e+051,-8.63506e+051,-9.36978,1.94181
207,-5.23911e+051,-1.04782e+052,-52.2717,0.175905
208,-5.43957e+051,-1.08791e+052,0.945216,0.0368516
209,6.07011e+051,1.21402e+052,-4.78272,1.89612
210,8.60846e+051,1.72169e+052,0.973356,0.294867
211,-9.07974e+051,-1.81595e+052,0.916536,1.9481
212,1.07334e+052,2.14668e+052,-28.3031,1.84593
213,1.14919e+052,2.29838e+052,0.82166,0.0659999
214,-1.64805e+052,-3.29609e+052,-50.0187,1.6973
215,-1.71394e+052,-3.42789e+052,0.853799,0.0384477
216,2.30092e+052,4.60185e+052,0.0621353,1.74489
217,-7.17608e+053,-1.43522e+054,-197.889,1.03206
218,-7.24861e+053,-1.44972e+054,-17.3279,0.0100055
219,-8.08525e+053,-1.61705e+054,0.0968903,0.103477
220,1.5881e+055,3.17619e+055,0.691587,1.05091
221,-3.00452e+055,-6.00903e+055,-8.8721,1.52857
222,-3.68181e+055,-7.36363e+055,-0.492152,0.183957
223,-1.86439e+056,-3.72878e+056,-0.299165,0.802519
224,-1.43283e+057,-2.86567e+057,0.680081,0.869881
225,2.78088e+057,5.56177e+057,-15.9245,1.51524
226,3.13014e+057,6.26029e+057,0.86014,0.111579
227,-4.14808e+057,-8.29615e+057,0.634183,1.7546
228,8.93356e+057,1.78671e+058,0.98388,1.46432
229,-9.2263e+057,-1.84526e+058,0.0807381,1.96827
230,2.19323e+059,4.38645e+059,-0.450273,1.04207
231,1.1935e+060,2.387e+060,0.635949,0.816236
232,-2.55994e+060,-5.11988e+060,0.235817,1.46622
233,1.91513e+061,3.83025e+061,-18.4249,1.13367
234,2.12301e+061,4.24602e+061,-0.335231,0.0979197
235,1.4789e+062,2.95779e+062,0.976511,0.856446
236,-1.55004e+062,-3.10008e+062,-4.19312,1.9541
237,-2.28937e+062,-4.57874e+062,-8.56622,0.322939
238,-2.82388e+062,-5.64776e+062,-5.18406,0.189283
239,-3.91333e+062,-7.82665e+062,-0.768071,0.278394
240,-1.41033e+063,-2.82067e+063,0.926323,0.722525
241,1.63468e+063,3.26936e+063,0.979684,1.86276
242,-1.70248e+063,-3.40496e+063,0.99832,1.96018
243,1.70821e+063,3.41642e+063,-5956.22,1.99664
244,1.70878e+063,3.41757e+063,-11.7473,0.00033567
245,1.99971e+063,3.99942e+063,-20.2197,0.145483
246,2.19751e+063,4.39501e+063,0.953239,0.0900103
247,-2.4131e+063,-4.8262e+063,-8.08205,1.91066
248,-3.01025e+063,-6.02051e+063,0.997763,0.198372
249,3.02375e+063,6.04751e+063,-2.33107,1.99554
250,5.61806e+063,1.12361e+064,-1.69611,0.46178
251,1.22427e+064,2.44854e+064,-9.57949,0.54111
252,1.47987e+064,2.95975e+064,-1.44004,0.172719
253,3.53519e+064,7.07039e+064,0.377866,0.581389
254,-1.51762e+065,-3.03523e+065,0.857495,1.23294
255,2.02204e+065,4.04407e+065,-0.98087,1.75054
256,6.14498e+065,1.229e+066,-9.74971,0.670945
257,7.40552e+065,1.4811e+066,-4.7519,0.170217
258,1.05224e+066,2.10448e+066,-0.541377,0.296213
259,4.93951e+066,9.87902e+066,-57.0206,0.786975
260,5.11276e+066,1.02255e+067,0.993503,0.0338865
261,-5.17963e+066,-1.03593e+067,-13.7623,1.98709
262,-5.93236e+066,-1.18647e+067,-21.9855,0.126885
263,-6.47202e+066,-1.2944e+067,-4.71436,0.0833836
264,-9.21768e+066,-1.84354e+067,-0.202905,0.297869
265,-1.00075e+068,-2.0015e+068,0.974881,0.907892
266,1.05232e+068,2.10464e+068,0.997125,1.95099
267,-1.05839e+068,-2.11677e+068,-0.576083,1.99427
268,-4.73281e+068,-9.46563e+068,0.989415,0.776373
269,4.83408e+068,9.66817e+068,0.97204,1.97905
270,-5.11218e+068,-1.02244e+069,-2.20114,1.9456
271,-9.7572e+068,-1.95144e+069,-7.99633,0.476061
272,-1.21976e+069,-2.43952e+069,-6.94549,0.200073
273,-1.571e+069,-3.142e+069,0.967626,0.223576
274,1.67612e+069,3.35224e+069,-1.01254,1.93728
275,4.98685e+069,9.97369e+069,0.978534,0.663891
276,-5.20564e+069,-1.04113e+070,-664947,1.95797
277,-5.20566e+069,-1.04113e+070,0.983189,3.00775e-006
278,5.38368e+069,1.07674e+070,-15.9105,1.96693
279,6.06042e+069,1.21208e+070,-34.429,0.111666
280,6.41248e+069,1.2825e+070,-8.75036,0.0549014
281,7.87812e+069,1.57562e+070,-1.86889,0.18604
282,1.63089e+070,3.26179e+070,0.995448,0.516944
283,-1.64581e+070,-3.29162e+070,-293.708,1.99094
284,-1.65702e+070,-3.31404e+070,0.843134,0.00676342
285,2.2736e+070,4.54719e+070,-8802.75,1.72881
286,2.27411e+070,4.54823e+070,-1.1405,0.00022715
287,6.26202e+070,1.2524e+071,0.803059,0.63684
288,-9.3334e+070,-1.86668e+071,-0.471763,1.67093
289,-4.89016e+071,-9.78032e+071,0.509576,0.809139
290,1.43029e+072,2.86058e+072,-12.417,1.3419
291,1.66067e+072,3.32133e+072,0.435756,0.138725
292,-5.96133e+072,-1.19227e+073,0.930836,1.27857
293,6.84723e+072,1.36945e+073,-1.59831,1.87062
294,1.54153e+073,3.08307e+073,-19.7741,0.555817
295,1.69745e+073,3.3949e+073,-120.168,0.0918523
296,1.7257e+073,3.4514e+073,0.919214,0.0163709
297,-2.02903e+073,-4.05806e+073,0.270205,1.85051
298,1.29894e+074,2.59788e+074,0.744482,1.15621
299,-2.19058e+074,-4.38115e+074,-233.43,1.59297
300,-2.20934e+074,-4.41869e+074,0.971336,0.00849508
301,2.33974e+074,4.67948e+074,-29.1573,1.94427
302,2.50023e+074,5.00046e+074,0.975287,0.0641905
303,-2.62694e+074,-5.25388e+074,0.533935,1.95177
304,7.21298e+074,1.4426e+075,-0.972986,1.3642
305,2.20395e+075,4.40789e+075,0.776306,0.672724
306,-3.47409e+075,-6.94817e+075,0.915786,1.6344
307,4.11303e+075,8.22606e+075,-0.202781,1.84465
308,4.46793e+076,8.93586e+076,-1.06909,0.907943
309,1.28263e+077,2.56527e+077,-18.6992,0.65166
310,1.41982e+077,2.83964e+077,0.623281,0.0966219
311,-3.13613e+077,-6.27226e+077,0.785775,1.45273
312,4.84613e+077,9.69226e+077,-20.5277,1.64714
313,5.31829e+077,1.06366e+078,-0.60198,0.0887797
314,2.29876e+078,4.59752e+078,-2.54241,0.768646
315,4.10709e+078,8.21419e+078,-2.77947,0.440295
316,7.0624e+078,1.41248e+079,0.207692,0.418456
317,-6.0946e+079,-1.21892e+080,-11.5768,1.11588
318,-7.1475e+079,-1.4295e+080,0.979136,0.14731
319,7.45211e+079,1.49042e+080,-514.039,1.95912
320,7.4811e+079,1.49622e+080,-18.1726,0.00387568
321,8.30444e+079,1.66089e+080,0.97036,0.0991445
322,-8.81177e+079,-1.76235e+080,-2.15887,1.94243
323,-1.69751e+080,-3.39502e+080,-3475.52,0.4809
324,-1.69849e+080,-3.39697e+080,0.355049,0.000575123
325,7.86913e+080,1.57383e+081,-2.95655,1.21584
326,1.31923e+081,2.63846e+081,-115.959,0.403507
327,1.34199e+081,2.68397e+081,0.994394,0.016955
328,-1.35712e+081,-2.71423e+081,-12.5505,1.98885
329,-1.57338e+081,-3.14676e+081,-56.7767,0.137452
330,-1.6288e+081,-3.25761e+081,0.995915,0.0340271
331,1.64217e+081,3.28433e+081,-0.705472,1.99186
332,6.29768e+081,1.25954e+082,-4.45878,0.739243
333,9.12252e+081,1.8245e+082,0.927628,0.309656
334,-1.0546e+082,-2.10919e+082,0.926423,1.86502
335,1.22211e+082,2.44422e+082,-9.17789,1.86293
336,1.48842e+082,2.97685e+082,0.798506,0.178925
337,-2.2396e+082,-4.47919e+082,0.770914,1.66459
338,3.57064e+082,7.14128e+082,-37.6066,1.62723
339,3.76053e+082,7.52107e+082,0.153713,0.0504966
340,-4.51688e+083,-9.03376e+083,-14.5348,1.08326
341,-5.13841e+083,-1.02768e+084,0.995926,0.120957
342,5.18045e+083,1.03609e+084,-0.157722,1.99189
343,7.08712e+084,1.41742e+085,-7.40848,0.926903
344,9.00037e+084,1.80007e+085,-3.43436,0.212574
345,1.42417e+085,2.84835e+085,-3.17415,0.368029
346,2.32153e+085,4.64306e+085,-0.236361,0.386537
347,2.19655e+086,4.3931e+086,0.175361,0.89431
348,-2.28551e+087,-4.57103e+087,0.950589,1.09611
349,2.52311e+087,5.04623e+087,0.456636,1.90583
350,-8.52775e+087,-1.70555e+088,0.816228,1.29587
351,1.23678e+088,2.47355e+088,-0.868831,1.68951
352,4.08377e+088,8.16753e+088,0.913825,0.697148
353,-4.85397e+088,-9.70794e+088,-0.0202002,1.84132
354,-4.85441e+090,-9.70881e+090,0.713476,0.990001
355,8.75336e+090,1.75067e+091,-14012.6,1.55458
356,8.75461e+090,1.75092e+091,0.828468,0.000142709
357,-1.23799e+091,-2.47597e+091,0.995716,1.70717
358,1.24864e+091,2.49728e+091,-0.827697,1.99147
359,4.26577e+091,8.53155e+091,-0.43591,0.707289
360,2.38376e+092,4.76751e+092,-6.59559,0.821048
361,3.10659e+092,6.21318e+092,0.422877,0.232677
362,-1.1586e+093,-2.31721e+093,-361.477,1.26813
363,-1.16501e+093,-2.33003e+093,0.346391,0.00550241
364,5.56157e+093,1.11231e+094,0.883521,1.20948
365,-7.02799e+093,-1.4056e+094,-2.44237,1.79135
366,-1.2783e+094,-2.55661e+094,0.846227,0.45021
367,1.74288e+094,3.48576e+094,0.999874,1.73344
368,-1.74332e+094,-3.48664e+094,-278.595,1.99975
369,-1.75583e+094,-3.51167e+094,-6.15113,0.00712772
370,-2.32673e+094,-4.65347e+094,0.875858,0.245365
371,2.98631e+094,5.97261e+094,0.966361,1.77913
372,-3.19421e+094,-6.38843e+094,-28.9051,1.93491
373,-3.41523e+094,-6.83045e+094,-1.50365,0.0647142
374,-7.9578e+094,-1.59156e+095,0.30099,0.570833
375,4.49197e+095,8.98393e+095,0.441974,1.17716
376,-1.58349e+096,-3.16698e+096,-2.04934,1.28368
377,-3.12885e+096,-6.2577e+096,0.90341,0.493907
378,3.79791e+096,7.59582e+096,0.997401,1.82383
379,-3.8177e+096,-7.6354e+096,0.555887,1.99482
380,9.91782e+096,1.98356e+097,-0.455267,1.38493
381,5.3487e+097,1.06974e+098,-8.73845,0.814575
382,6.57288e+097,1.31458e+098,-24.975,0.186247
383,7.09924e+097,1.41985e+098,0.986906,0.0741426
384,-7.28762e+097,-1.45752e+098,-3.81094,1.97415
385,-1.11122e+098,-2.22244e+098,0.238582,0.344178
386,8.20398e+098,1.6408e+099,-30.0958,1.13545
387,8.74917e+098,1.74983e+099,-3.5233,0.0623134
388,1.37156e+099,2.74313e+099,-271.396,0.362103
389,1.38167e+099,2.76334e+099,0.878677,0.00731541
390,-1.76322e+099,-3.52644e+099,-0.409094,1.78361
391,-1.03833e+100,-2.07667e+100,0.686784,0.830188
392,1.98542e+100,3.97085e+100,0.532794,1.52298
393,-5.46745e+100,-1.09349e+101,-2.82234,1.36314
394,-9.34186e+100,-1.86837e+101,0.629539,0.414737
395,2.03366e+101,4.06731e+101,0.705722,1.45936
396,-3.72968e+101,-7.45935e+101,-0.840667,1.54526
397,-1.26028e+102,-2.52056e+102,-8.57847,0.70406
398,-1.55411e+102,-3.10821e+102,0.585082,0.189063
399,3.75834e+102,7.51667e+102,-9.99312,1.41351
400,4.51052e+102,9.02104e+102,0.441172,0.166762
401,-1.59374e+103,-3.18748e+103,0.716922,1.28301
402,2.85232e+103,5.70464e+103,-8.4804,1.55875
403,3.52501e+103,7.05002e+103,-0.219938,0.190833
404,3.55796e+104,7.11592e+104,-176.44,0.900926
405,3.59829e+104,7.19658e+104,-2.50346,0.0112082
406,6.47295e+104,1.29459e+105,-1.50926,0.444103
407,1.50506e+105,3.01012e+105,0.98391,0.569921
408,-1.55428e+105,-3.10856e+105,-619.059,1.96833
409,-1.5593e+105,-3.11861e+105,-2.41662,0.00322031
410,-2.84979e+105,-5.69957e+105,0.967679,0.452835
411,3.04015e+105,6.08031e+105,-7.45048,1.93738
412,3.85625e+105,7.7125e+105,-0.261105,0.211629
413,3.33942e+106,6.67884e+106,-74.9659,0.884523
414,3.42851e+106,6.85702e+106,0.488188,0.0259855
415,-1.06174e+107,-2.12347e+107,-6.73972,1.32292
416,-1.3768e+107,-2.75361e+107,-0.555951,0.22884
417,-6.32977e+107,-1.26595e+108,-2.36618,0.782488
418,-1.168e+108,-2.33599e+108,-5.83969,0.458066
419,-1.56802e+108,-3.13603e+108,0.860752,0.255112
420,2.07535e+108,4.15069e+108,-2.65786,1.75554
421,3.63702e+108,7.27403e+108,-274.813,0.429382
422,3.66348e+108,7.32697e+108,-3.17331,0.00722509
423,5.97242e+108,1.19448e+109,-2.31465,0.386599
424,1.1133e+109,2.22659e+109,0.961165,0.463537
425,-1.20326e+109,-2.40652e+109,-18.5439,1.92523
426,-1.33303e+109,-2.66607e+109,-0.066133,0.0973526
427,-4.16468e+110,-8.32936e+110,0.851988,0.967992
428,5.6117e+110,1.12234e+111,0.986026,1.74214
429,-5.77076e+110,-1.15415e+111,-8.08004,1.97244
430,-7.19915e+110,-1.43983e+111,-10.8205,0.198412
431,-8.52981e+110,-1.70596e+111,0.905892,0.156
432,1.0302e+111,2.06041e+111,0.981946,1.82797
433,-1.06809e+111,-2.13617e+111,-0.789141,1.96453
434,-3.77505e+111,-7.55009e+111,-1.80648,0.717067
435,-7.9545e+111,-1.5909e+112,-2.69773,0.52542
436,-1.38517e+112,-2.77034e+112,0.85285,0.425737
437,1.86316e+112,3.72632e+112,0.954918,1.74345
438,-2.03908e+112,-4.07816e+112,-7.67407,1.91373
439,-2.5705e+112,-5.141e+112,-825.459,0.206738
440,-2.57673e+112,-5.15345e+112,-93369,0.00241704
441,-2.57678e+112,-5.15356e+112,-58.5545,2.14199e-005
442,-2.66479e+112,-5.32959e+112,0.543124,0.0330281
443,7.14804e+112,1.42961e+113,0.887444,1.3728
444,-8.96124e+112,-1.79225e+113,0.715267,1.79766
445,1.60958e+113,3.21916e+113,-0.187789,1.55674
446,1.8752e+114,3.75041e+114,-55.6119,0.914165
447,1.94264e+114,3.88528e+114,-1.46624,0.0347151
448,4.59247e+114,9.18495e+114,-2.35381,0.576994
449,8.49464e+114,1.69893e+115,0.995776,0.459368
450,-8.56672e+114,-1.71334e+115,-0.780026,1.99159
451,-3.05319e+115,-6.10638e+115,0.977735,0.719418
452,3.19224e+115,6.38449e+115,0.415375,1.95644
453,-1.21782e+116,-2.43563e+116,0.555292,1.26213
454,3.1684e+116,6.33681e+116,0.93099,1.38436
455,-3.63812e+116,-7.27624e+116,0.730315,1.87089
456,6.32503e+116,1.26501e+117,0.938343,1.57519
457,-7.15624e+116,-1.43125e+117,0.484316,1.88385
458,2.23957e+117,4.47915e+117,0.991997,1.31954
459,-2.27571e+117,-4.55142e+117,-37843.8,1.98412
460,-2.27583e+117,-4.55166e+117,0.996074,5.2846e-005
461,2.29377e+117,4.58754e+117,-3.15713,1.99218
462,3.74685e+117,7.49369e+117,0.850199,0.387813
463,-5.0672e+117,-1.01344e+118,0.583676,1.73943
464,1.22959e+118,2.45917e+118,0.913719,1.41211
465,-1.4618e+118,-2.9236e+118,-1.57983,1.84114
466,-3.31239e+118,-6.62477e+118,-9318.86,0.558686
467,-3.3131e+118,-6.62619e+118,-36.0714,0.000214572
468,-3.49679e+118,-6.99359e+118,0.998924,0.0525329
469,3.50432e+118,7.00865e+118,-4.15754,1.99785
470,5.19009e+118,1.03802e+119,0.39864,0.324805
471,-2.08489e+119,-4.16978e+119,0.998628,1.24894
472,2.09062e+119,4.18123e+119,0.931238,1.99726
473,-2.39936e+119,-4.79871e+119,0.984987,1.87132
474,2.4725e+119,4.945e+119,0.998151,1.97042
475,-2.48166e+119,-4.96331e+119,-0.0544163,1.99631
476,-9.36918e+120,-1.87384e+121,0.992241,0.973513
477,9.5157e+120,1.90314e+121,0.612196,1.9846
