setsize,time
32,0.021000
32,0.017000
32,0.037000
32,0.026000
32,0.073000
32,0.049000
32,0.068000
32,0.059000
32,0.051000
32,0.057000
32,0.090000
32,0.057000
32,0.042000
32,0.002000
32,0.014000
32,0.017000
32,0.140000
32,0.171000
32,0.120000
32,0.014000
32,0.051000
32,0.108000
32,0.010000
32,0.055000
32,0.018000
32,0.005000
32,0.070000
32,0.023000
32,0.066000
32,0.013000
32,0.096000
32,0.044000
32,0.056000
32,0.020000
36,0.063000
36,0.558000
36,0.375000
36,0.142000
36,0.409000
36,0.185000
36,0.181000
36,0.301000
36,0.198000
36,0.196000
36,0.693000
36,0.372000
36,0.587000
36,0.028000
36,0.582000
36,0.370000
36,0.502000
36,0.446000
36,0.294000
36,1.400000
36,0.213000
36,0.220000
36,0.209000
36,0.005000
36,0.274000
36,0.184000
36,16.614000
36,0.927000
36,0.242000
36,0.045000
36,0.039000
36,0.051000
36,0.885000
36,0.312000
36,0.077000
36,0.242000
36,0.044000
36,0.064000
36,0.379000
36,0.398000
36,0.313000
36,0.115000
36,0.552000
36,0.039000
36,0.019000
36,0.037000
36,0.172000
36,0.055000
36,0.395000
36,0.116000
36,0.958000
36,0.257000
36,0.022000
36,0.207000
36,0.015000
36,0.029000
36,0.494000
36,0.245000
36,0.056000
36,0.533000
36,0.467000
36,0.146000
36,0.185000
36,0.262000
36,0.190000
36,0.153000
36,0.367000
36,0.109000
36,0.010000
36,0.024000
36,0.230000
36,0.307000
36,0.099000
36,0.119000
36,0.842000
36,0.128000
36,0.094000
36,0.158000
36,0.173000
36,0.239000
36,0.061000
36,0.445000
36,0.046000
36,0.222000
36,0.030000
36,0.016000
36,0.010000
36,0.439000
36,0.653000
36,0.206000
36,0.206000
36,0.250000
36,0.223000
36,0.130000
36,0.270000
36,0.563000
36,0.054000
36,0.044000
36,0.266000
36,0.069000
40,1.629000
40,1.777000
40,1.214000
40,7.337000
40,0.059000
40,0.122000
40,1.967000
40,1.750000
40,3.557000
40,0.323000
40,0.063000
40,1.812000
40,0.452000
40,2.308000
40,0.312000
40,3.200000
40,1.067000
40,0.162000
40,2.311000
40,2.368000
40,1.776000
40,3.903000
40,7.460000
40,0.155000
40,1.315000
40,0.918000
40,0.813000
40,6.485000
40,5.345000
40,2.319000
40,1.379000
40,7.590000
40,2.679000
40,3.077000
40,0.422000
40,0.106000
40,0.903000
40,0.301000
40,0.181000
40,0.254000
40,2.444000
40,0.386000
40,2.459000
40,1.843000
40,6.311000
40,1.228000
40,2.258000
40,1.430000
40,1.247000
40,0.643000
40,0.104000
40,0.010000
40,0.952000
40,0.260000
40,0.653000
40,0.500000
40,3.494000
40,0.121000
40,0.184000
40,0.237000
40,0.879000
40,0.197000
40,14.725000
40,1.222000
40,0.012000
40,0.135000
40,0.234000
40,0.120000
40,1.004000
40,0.048000
40,0.447000
40,0.012000
40,1.115000
40,0.407000
40,0.504000
40,2.274000
40,0.302000
40,0.392000
40,0.815000
40,0.906000
40,0.373000
40,1.304000
40,1.860000
40,2.015000
40,0.373000
40,0.029000
40,0.539000
40,1.195000
40,0.304000
40,2.117000
40,0.293000
40,0.278000
40,0.223000
40,3.461000
40,0.517000
40,0.774000
40,1.996000
40,0.917000
40,0.650000
40,0.194000
44,4.365000
44,0.417000
44,0.827000
44,0.639000
44,2.223000
44,8.793000
44,0.562000
44,0.003000
44,20.561000
44,3.166000
44,93.396000
44,2.741000
44,4.708000
44,0.269000
44,1.511000
44,3.068000
44,6.557000
44,1.495000
44,5.255000
44,12.725000
44,2.686000
44,13.596000
44,3.437000
44,5.544000
44,6.141000
44,6.969000
44,11.399000
44,1.975000
44,5.418000
44,2.832000
44,3.566000
44,4.251000
44,3.093000
44,3.967000
44,449.628000
44,9.254000
44,0.334000
44,2.558000
44,3.551000
44,5.991000
44,7.281000
44,3.334000
44,9.891000
44,5.168000
44,4.268000
44,13.092000
44,1.531000
44,0.560000
44,2.748000
44,1.389000
44,7.415000
44,28.407000
44,15.612000
44,4.666000
44,0.018000
44,0.955000
44,4.068000
44,3.442000
44,2.616000
44,0.038000
44,0.728000
44,1.117000
44,3.136000
44,1.276000
44,0.542000
44,0.066000
44,0.750000
44,4.105000
44,0.101000
44,0.202000
44,1.306000
44,0.292000
44,0.614000
44,6.652000
44,4.156000
44,9.475000
44,3.147000
44,12.522000
44,5.677000
44,1.655000
44,7.575000
44,15.370000
44,16.213000
44,0.230000
44,7.662000
44,0.983000
44,5.906000
44,2.291000
44,9.903000
44,8.100000
44,1.753000
44,7.882000
44,1.460000
44,0.506000
44,42.321000
44,2.305000
44,3.649000
44,2.375000
44,3.340000
44,7.722000
48,43.943000
48,5.529000
48,469.562000
48,0.456000
48,2.042000
48,0.158000
48,13.239000
48,24.514000
48,2.620000
48,0.675000
48,13.247000
48,25.721000
48,1.564000
48,5.470000
48,3.514000
48,31.611000
48,44.451000
48,26.529000
48,5.912000
48,8.730000
48,4.361000
48,5.378000
48,2.397000
48,5.159000
48,17.609000
48,3.689000
48,30.655000
48,11.525000
48,4.233000
48,80.352000
48,11.734000
48,16.017000
48,9.886000
48,9.338000
48,27.578000
48,28.948000
48,25.005000
48,19.197000
48,44.981000
48,25.181000
48,13.657000
48,17.375000
48,12.940000
48,61.775000
48,34.018000
48,3.155000
48,22.018000
48,1.533000
48,162.232000
48,8.738000
48,8.366000
48,17.883000
48,0.352000
48,18.527000
48,3.634000
48,31.073000
48,12.738000
48,77.178000
48,1.388000
48,8.615000
48,14.687000
48,39.542000
48,11.714000
48,21.139000
48,47.493000
48,5.385000
48,35.584000
48,54.492000
48,31.924000
48,72.388000
48,2.203000
48,17.807000
48,237.882000
48,4.116000
48,6.423000
48,53.843000
48,2.425000
48,7.784000
48,10.751000
48,2.509000
48,19.612000
48,7.951000
48,3.283000
48,8.110000
48,0.541000
48,9.666000
48,15.936000
48,4.790000
48,12.168000
48,18.356000
48,0.877000
48,33.716000
48,11.855000
48,15.208000
48,39.021000
48,3.112000
48,7.194000
48,53.031000
48,7.812000
48,29.202000
52,24.154000
52,99.884000
52,127.157000
52,82.636000
52,3.087000
52,29.999000
52,98.676000
52,200.682000
52,8.434000
52,137.460000
52,71.822000
52,60.196000
52,22.614000
52,65.631000
52,3.403000
52,75.518000
52,2275.052000
52,167.115000
52,219.484000
52,195.587000
52,5.996000
52,26.373000
52,289.978000
52,30.328000
52,149.712000
52,22.906000
52,25.292000
52,1.944000
52,250.044000
52,292.614000
52,58.570000
52,186.287000
52,113.589000
52,92.855000
52,32.892000
52,15.812000
52,4.051000
52,112.539000
52,25.871000
52,61.554000
52,185.257000
52,225.879000
52,118.054000
52,71.045000
52,43.018000
52,33.339000
52,118.776000
52,55.228000
52,59.868000
52,214.495000
52,87.344000
52,56.176000
52,60.526000
52,280.581000
52,105.285000
52,84.498000
52,12.871000
52,472.778000
52,58.662000
52,89.653000
52,338.081000
52,61.166000
52,190.425000
52,48.361000
52,34.158000
52,12.537000
52,43.023000
52,26.105000
52,42.899000
52,69.326000
52,1.038000
52,409.256000
52,2.211000
52,90.512000
52,377.249000
52,48.802000
52,2.040000
52,34.012000
52,46.933000
52,5.705000
52,44.191000
52,34.601000
52,38.343000
52,218.051000
52,212.959000
52,32.609000
52,121.763000
52,13.887000
52,61.710000
52,24.281000
52,155.627000
52,14.199000
52,88.125000
52,17.081000
52,4.882000
52,46.087000
52,18.473000
52,15.569000
52,584.909000
52,435.470000
